bhk,area,price,age,type,locality,region,status
3,1188,1000.0,0,Apartment,Sugee Marina Bay,Mahalaxmi,Under Construction
2,625,229.99999999999997,0,Apartment,SD The Canvas Residences,Sewri,Under Construction
3,1770,711.0,1,Apartment,Atul Wallace Fortuna,Mazagaon,Ready to move
2,630,150.0,1,Apartment,Ashwamedh Ashwa Heights,Mulund West,Ready to move
3,1105,79.5,1,Apartment,Haware Haware Citi,Thane West,Ready to move
2,875,180.0,1,Apartment,Teakwood Apartment,Mulund West,Ready to move
2,1065,79.0,1,Apartment,Shreeji Sea View,Mira Road East,Ready to move
1,750,65.0,1,Apartment,Tirupati Poonam Orbit,Mira Road East,Ready to move
1,720,60.0,1,Apartment,RNA NG NG Diamond Hill B Phase I,Bhayandar East,Ready to move
1,690,57.0,1,Apartment,Shree Prathamesh Vasudev Sky High,Mira Road East,Ready to move
1,695,52.0,1,Apartment,Ostwal Orchid II,Mira Road East,Ready to move
1,670,58.0,1,Apartment,Shree Ostwal Avenue,Mira Road East,Ready to move
1,660,48.0,0,Apartment,Buddha Ozone 3,Mira Road East,Ready to move
1,628,40.5,1,Apartment,Haware Haware Citi,Thane West,Ready to move
1,600,46.5,1,Apartment,Raunak Unnathi Greens,Thane West,Ready to move
2,950,475.0,0,Apartment,Lodha Kiara,Worli,Ready to move
1,685,53.51,1,Apartment,Pragati Infra Crystal,Ulwe,Ready to move
1,700,58.0,1,Apartment,Gurukrupa Aramus Galassia,Ulwe,Ready to move
1,700,50.0,1,Apartment,Kailash Pratik Regalia,Ulwe,Ready to move
2,1175,93.0,1,Apartment,Progressive Prive,Ulwe,Under Construction
3,1200,600.0,0,Apartment,Lodha Kiara,Worli,Ready to move
1,710,53.0,1,Apartment,Balaji Amrit,Ulwe,Ready to move
1,695,53.0,1,Apartment,Shagun White Nest,Ulwe,Ready to move
2,1120,73.0,1,Apartment,KK Moreshwar,Ulwe,Ready to move
2,1080,71.0,1,Apartment,Elegant Olympia,Ulwe,Ready to move
1,685,46.0,1,Apartment,Adinath Group Arpan,Ulwe,Ready to move
2,1200,80.0,1,Apartment,Pratik Pratik Renaissance,Ulwe,Ready to move
3,1600,212.0,1,Apartment,Reputed Builder Kendriya Vihar,Seawoods,Ready to move
4,1750,254.99999999999997,1,Apartment,Dosti West County,Thane West,Ready to move
1,680,56.0,1,Apartment,Buddha Buddha Ozone II,Mira Road East,Ready to move
1,675,43.0,0,Apartment,Shreeji Darshan,Ulwe,Under Construction
1,635,37.0,1,Apartment,Sunteck Maxx World,Naigaon East,Ready to move
1,640,32.5,0,Apartment,Shree Krishna Bhoomi,Naigaon East,Under Construction
2,800,56.0,1,Apartment,Sunteck West World,Naigaon East,Ready to move
1,625,43.0,1,Apartment,Right Grishma Enclave,Mira Road East,Ready to move
2,1020,90.0,0,Apartment,SKD Pinnacolo And Pinnacolo NX,Mira Road East,Under Construction
1,650,49.5,1,Apartment,RNA NG NG Palm,Mira Road East,Ready to move
1,575,49.0,0,Apartment,JP North Barcelona,Mira Road East,Under Construction
2,950,96.0,1,Apartment,Dosti West County,Thane West,Ready to move
1,950,75.0,1,Apartment,Vijay Galaxy,Thane West,Ready to move
3,1500,204.99999999999997,1,Apartment,Varun Garden,Thane West,Ready to move
1,430,190.0,0,Apartment,Arihant Skyline,Dadar West,Under Construction
2,760,220.00000000000003,0,Apartment,Ajmera Manhattan Building 3A And 3B,Wadala,Under Construction
4,1880,1100.0,1,Apartment,Omkar 1973,Worli,Ready to move
1,520,220.00000000000003,1,Apartment,Reputed Builder Om Residency Towers,Parel,Ready to move
2,620,245.00000000000003,0,Apartment,Lalitambika Akshay,Worli,Under Construction
2,940,85.0,1,Apartment,Lucky Laxmi Paradise,Mira Road East,Ready to move
1,700,57.51,0,Apartment,Gurukrupa Aramus Complex,Ulwe,Ready to move
1,710,54.51,1,Apartment,Gurukrupa Aramus Complex,Ulwe,Ready to move
1,495,34.0,0,Apartment,Laxmi Avenue D Global City,Virar,Ready to move
2,1175,88.51,0,Apartment,Progressive Prive,Ulwe,Ready to move
1,710,53.0,0,Apartment,Shagun White Nest,Ulwe,Ready to move
1,715,45.0,1,Apartment,Skyline Heritage,Ulwe,Ready to move
4,1090,74.0,1,Apartment,Pragati Infra Crystal,Ulwe,Ready to move
2,900,97.0,1,Apartment,Reputed Builder Vijay Vilas Tauras,Thane West,Ready to move
3,1750,325.0,1,Apartment,Hiranandani Estate,Thane West,Ready to move
3,1764,165.0,1,Apartment,Lodha Amara Tower 46,Thane West,Ready to move
3,1764,165.0,1,Apartment,Lodha Amara Tower 32 33,Thane West,Ready to move
3,1422,224.00000000000003,0,Apartment,Lodha Bel Air,Jogeshwari West,Under Construction
1,620,39.0,1,Apartment,Raunak City,Kalyan West,Under Construction
2,845,31.0,1,Apartment,Panvelkar Homes,Ambernath West,Ready to move
1,630,50.0,1,Apartment,Reputed Builder Jamuna Tower,Mira Road East,Ready to move
1,600,46.0,1,Apartment,Seven Eleven Apna Ghar Phase II Plot A,Mira Road East,Ready to move
3,1400,95.0,1,Apartment,Indiabulls Greens 2,Panvel,Ready to move
2,960,68.0,1,Apartment,Indiabulls Greens 2,Panvel,Ready to move
2,960,72.0,1,Apartment,Indiabulls Greens 2,Panvel,Ready to move
2,1400,66.0,1,Apartment,Indiabulls Greens 2,Panvel,Ready to move
2,960,75.0,1,Apartment,Indiabulls Greens 2,Panvel,Ready to move
2,1400,68.5,1,Apartment,Indiabulls Greens 2,Panvel,Ready to move
2,750,90.0,1,Apartment,Lodha Amara Tower 45,Thane West,Ready to move
1,602,32.1,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,600,33.01,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,420,24.97,0,Studio Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,615,35.5,0,Apartment,Ramji Hari Minat Naagraj Classic,Ulwe,Ready to move
1,650,49.5,1,Apartment,Puraniks Puraniks City Phase 1,Thane West,Ready to move
1,560,79.0,1,Apartment,Hiranandani Solitaire,Thane West,Ready to move
3,1300,165.0,1,Apartment,Vasant Vasant Vihar,Thane West,Ready to move
3,1700,350.0,1,Apartment,RNA NG N G Eclat C Wing Phase 1,Andheri West,Ready to move
1,580,70.0,0,Apartment,Lodha Paradise,Thane West,Ready to move
1,510,53.0,0,Apartment,Lodha Paradise,Thane West,Ready to move
1,580,53.5,0,Apartment,Lodha Paradise,Thane West,Under Construction
1,570,64.5,0,Apartment,Reputed Builder Brindavan Society,Thane West,Ready to move
2,1090,114.99999999999999,0,Apartment,Rustomjee Urbania Azziano Wing L,Thane West,Under Construction
2,1080,113.99999999999999,1,Apartment,Rustomjee Urbania Astraea,Thane West,Ready to move
1,510,54.5,0,Apartment,Lodha Paradise,Thane West,Under Construction
3,1600,198.0,0,Apartment,Lodha Sterling,Thane West,Ready to move
1,510,56.0,0,Apartment,Lodha Platino,Bhayandar West,Under Construction
1,545,72.0,1,Apartment,Reputed Builder Brindavan Society,Thane West,Ready to move
1,510,53.5,0,Apartment,Lodha Paradise,Thane West,Under Construction
2,990,121.0,1,Apartment,Lodha Majiwada Tower 1,Thane West,Ready to move
3,1750,195.0,0,Apartment,Rustomjee Urbania Azziano,Thane West,Ready to move
2,980,122.0,1,Apartment,Lodha Majiwada Tower 1,Thane West,Ready to move
3,1290,145.0,1,Apartment,Rustomjee Urbania Athena,Thane West,Ready to move
1,570,63.0,1,Apartment,Reputed Builder Brindavan Society,Thane West,Ready to move
3,1450,175.0,1,Apartment,Lodha Paradise,Thane West,Ready to move
1,620,75.0,0,Apartment,Lodha Paradise,Thane West,Under Construction
1,520,72.0,0,Apartment,Lodha Paradise,Thane West,Ready to move
2,940,102.0,1,Apartment,Lodha Paradise,Thane West,Ready to move
2,770,80.0,1,Apartment,Reputed Builder Brindavan Society,Thane West,Ready to move
3,1450,174.0,1,Apartment,Lodha Paradise,Thane West,Ready to move
1,580,52.0,0,Apartment,Lodha Paradise,Thane West,Under Construction
1,600,53.0,0,Apartment,Lodha Paradise,Thane West,Ready to move
1,515,54.0,0,Apartment,Lodha Paradise,Thane West,Ready to move
1,510,56.5,0,Apartment,Lodha Casa Zest,Thane West,Under Construction
1,650,61.5,1,Apartment,Unique Greens,Thane West,Ready to move
1,650,62.0,1,Apartment,Unique Greens,Thane West,Ready to move
3,1100,550.0,0,Apartment,Lodha Park,Lower Parel,Ready to move
4,2500,944.9999999999999,0,Apartment,Bombay ICC,Wadala,Ready to move
3,2000,745.0,0,Apartment,Bombay ICC,Wadala,Ready to move
2,958,38.0,0,Apartment,Osian Garden,Bhiwandi,Under Construction
1,650,29.5,0,Apartment,Osian Garden,Bhiwandi,Under Construction
3,1250,49.5,0,Apartment,Osian Garden,Bhiwandi,Under Construction
1,710,55.0,1,Apartment,Gurukrupa Aramus Complex,Ulwe,Ready to move
3,2100,650.0,1,Apartment,Marathon Nextgen Era,Lower Parel,Ready to move
2,774,46.5,1,Apartment,Lodha Casa Rio,Dombivali,Ready to move
2,918,64.5,1,Apartment,Lodha Casa Bella,Dombivali,Ready to move
1,550,45.5,0,Apartment,Siddharth Riverwood Park,Dombivali,Ready to move
1,423,19.0,0,Apartment,Puraniks City Sector 1,Neral,Under Construction
3,1500,185.0,0,Apartment,Piramal Vaikunth Thane,Thane West,Under Construction
2,900,175.0,0,Apartment,Tata Serein Phase 1,Thane West,Under Construction
2,800,103.0,0,Apartment,Dosti West County Phase 2 Dosti Cedar,Thane West,Under Construction
1,500,75.0,1,Apartment,Swaraj Homes Om Sheetal Chaya CHS,Thane West,Ready to move
2,630,100.0,0,Apartment,Piramal Vaikunth Thane,Thane West,Under Construction
2,800,118.0,0,Apartment,Risland Risland The Icon,Thane West,Under Construction
2,700,117.0,0,Apartment,Risland Risland The Icon,Thane West,Under Construction
1,400,71.0,0,Apartment,Dosti Nest Phase 1,Thane West,Under Construction
2,680,118.0,0,Apartment,Rustomjee Uptown Urbania,Thane West,Under Construction
2,900,99.0,0,Apartment,Lodha Splendora,Thane West,Under Construction
1,500,57.0,0,Apartment,Runwal Codename Enchanted,Thane West,Under Construction
2,600,105.0,0,Apartment,Padmagriha Shraddha Peninsula,Thane West,Under Construction
1,600,89.0,0,Apartment,Ashar Axis,Thane West,Under Construction
1,750,72.0,0,Apartment,Nakshatra Metro Majestic By Nakshatra Builders Thane,Thane West,Under Construction
1,650,103.0,0,Apartment,DSS Mahavir Spring,Thane West,Under Construction
2,1025,53.5,0,Apartment,Pabal Poonam Vista B and C wing,Virar,Ready to move
1,680,65.0,0,Apartment,Shree Ostwal Horizon,Mira Road East,Under Construction
2,1025,47.0,0,Apartment,Sunshine Solaris,Virar,Ready to move
1,640,35.0,0,Apartment,Shellproof Gladiolus Tower,Vasai,Under Construction
1,710,32.0,0,Apartment,Sunshine Solaris,Virar,Ready to move
1,750,63.0,0,Apartment,Oyster Living Celestial Living,Dahisar,Under Construction
1,750,36.0,0,Apartment,Wonder Park,Vasai,Under Construction
2,950,94.0,0,Apartment,Oyster Living Celestial Living,Dahisar,Under Construction
1,750,37.0,0,Apartment,Ornate Ornate Height,Vasai,Under Construction
1,680,31.0,0,Apartment,Navkar City Phase 1 And 2,Naigaon East,Ready to move
1,650,25.0,1,Apartment,MAAD Dew Berry,Nala Sopara,Ready to move
2,1580,68.45,0,Villa,Bhakti Home Royals,Virar,Ready to move
1,400,37.0,0,Studio Apartment,Shree Ostwal Horizon,Mira Road East,Under Construction
1,728,35.0,0,Apartment,J M G NG Platinum City,Vasai,Ready to move
1,425,20.0,0,Studio Apartment,Ankur Grandeur,Nala Sopara,Under Construction
1,650,18.5,0,Apartment,Agami Sapphire,Boisar,Ready to move
1,750,35.0,0,Apartment,Rustomjee Avenue I,Virar,Ready to move
1,350,130.0,1,Apartment,Reputed Builder Ratanmani Tower,Dadar East,Ready to move
1,430,180.0,1,Apartment,Swaraj Homes Pawanputra Society,Parel,Ready to move
1,400,190.0,0,Apartment,Gala Swayam,Mahim,Under Construction
1,368,130.0,0,Apartment,Hubtown Harmony,Matunga,Under Construction
3,1300,155.0,1,Apartment,Hiranandani Princeton CHS,Thane West,Ready to move
3,1600,330.0,1,Apartment,NARANG REALTY And WADHWA GROUP Courtyard,Thane West,Ready to move
1,650,125.0,1,Apartment,Ashar Edge,Thane West,Ready to move
1,640,110.00000000000001,1,Apartment,Ashar Edge,Thane West,Ready to move
3,1500,260.0,1,Apartment,Ashar Edge,Thane West,Ready to move
2,1000,165.0,1,Apartment,Ashar Edge,Thane West,Ready to move
2,750,95.0,1,Apartment,Reputed Builder Shubharambh Tower,Thane West,Ready to move
1,620,72.0,1,Apartment,Cosmos Heritage,Thane West,Ready to move
1,565,85.0,1,Apartment,Hiranandani Park Plaza A,Thane West,Ready to move
1,630,87.0,1,Apartment,Hiranandani Flora,Thane West,Ready to move
2,1225,114.99999999999999,1,Apartment,Paradise Sai Spring,Kharghar,Ready to move
3,1600,150.0,1,Apartment,Paradise Sai Spring,Kharghar,Ready to move
3,1000,300.0,1,Apartment,Prabhav Silver Park,Mulund West,Ready to move
2,1155,110.00000000000001,1,Apartment,Paradise Sai Spring,Kharghar,Ready to move
4,1890,325.0,1,Apartment,Kesar Harmony,Kharghar,Ready to move
1,650,60.0,1,Apartment,Puraniks Rumahbali Phase 2,Thane West,Ready to move
3,1105,82.3,1,Apartment,Haware Haware Citi,Thane West,Ready to move
3,1615,185.0,1,Apartment,Siddharth Geetanjali Sujay,Kharghar,Ready to move
2,1325,135.0,1,Apartment,Siddharth Geetanjali Sujay,Kharghar,Ready to move
3,1665,175.0,1,Apartment,Krishh Celestia,Kharghar,Ready to move
2,1262,145.0,1,Apartment,Krishh Celestia,Kharghar,Ready to move
4,3200,375.0,1,Apartment,Paradise Sai Mannat,Kharghar,Ready to move
2,1170,95.0,1,Apartment,Sai Tharwani Rosa Bella,Kharghar,Ready to move
2,1050,170.0,1,Apartment,Reputed Builder Kesar Harmony,Kharghar,Ready to move
2,1188,130.0,1,Apartment,Shree Balaji Om Harmony,Kharghar,Ready to move
3,1470,200.0,1,Apartment,Tharwani Heritage,Kharghar,Ready to move
3,1715,275.0,1,Apartment,Kesar Harmony,Kharghar,Ready to move
2,1050,80.0,1,Apartment,Pragati Infra Crystal,Ulwe,Ready to move
1,695,53.21,0,Apartment,Shagun White Nest,Ulwe,Under Construction
5,3000,1000.0,1,Apartment,Reputed Builder Aqua Gem,Mazgaon,Ready to move
1,521,130.0,0,Apartment,S Square Rudraksh Heritage Wing A And Wing B,Mulund West,Under Construction
1,650,160.0,1,Apartment,Reputed Builder Vaishali Apartment,Byculla,Ready to move
2,650,240.0,1,Apartment,Reputed Builder Shirin Manzil,Mahim,Ready to move
2,700,250.0,1,Apartment,Shree Basera Apartment,Byculla,Ready to move
1,450,24.5,1,Studio Apartment,Bhikhi Rushabh,Karanjade,Ready to move
1,655,40.0,1,Apartment,Ashapura Neelkanth Avenue,Karanjade,Ready to move
1,630,43.0,1,Apartment,Aansh Ganesh Plaza,Panvel,Ready to move
1,590,63.0,1,Apartment,DV Shree Krishna Garden,Mira Road East,Ready to move
1,350,73.0,1,Studio Apartment,Reputed Builder Jai Anand,Sion,Ready to move
1,585,64.0,1,Apartment,Aakash Nidhi,Mira Road East,Ready to move
3,1406,95.5,0,Apartment,Dattani Dattani Vertex,Vasai,Under Construction
2,1100,72.0,0,Apartment,Dattani Vertex Wing AB Phase I,Vasai,Under Construction
2,1000,45.0,0,Apartment,Sunshine Solaris,Virar,Ready to move
1,610,28.5,1,Apartment,Bhoomi Acropolis 2,Virar,Ready to move
2,910,38.0,1,Apartment,Rustomjee Avenue H,Virar,Ready to move
2,995,125.0,0,Apartment,Oxford Navrang Oasis,Goregaon West,Under Construction
2,890,45.0,0,Apartment,Rustomjee Global City,Virar,Ready to move
1,635,35.0,0,Apartment,Agarwal Lifestyle,Virar,Ready to move
2,930,40.92,0,Apartment,Jivdani Durga Nagar,Nala Sopara,Ready to move
2,860,35.0,1,Apartment,Rishabh Dev Shrishti,Nala Sopara,Ready to move
1,689,109.00000000000001,0,Apartment,Oxford Navrang Oasis,Goregaon West,Under Construction
2,835,38.0,1,Apartment,Bhoomi Acropolis 2,Virar,Ready to move
1,665,32.88,0,Apartment,Bachraj Lifespace,Virar,Under Construction
2,910,46.95,0,Apartment,Agarwal Paramount,Virar,Under Construction
2,955,40.0,0,Apartment,Ekta Brooklyn Park Phase I,Virar,Ready to move
1,595,24.0,0,Apartment,Om Sai Heights,Nala Sopara,Ready to move
1,650,28.5,0,Apartment,Bachraj Residency,Virar,Ready to move
2,985,40.5,0,Apartment,Ekta Brooklyn Park Phase I,Virar,Ready to move
1,665,35.9,0,Apartment,Shapoorji Pallonji Joyville Virar Phase 1,Virar,Ready to move
1,670,35.5,0,Apartment,Crystal Empire,Nala Sopara,Ready to move
1,668,36.5,0,Apartment,Agarwal Paramount,Virar,Under Construction
2,860,42.0,0,Apartment,Rustomjee Virar Avenue D1 Wing C And Wing D,Virar,Ready to move
1,660,26.0,0,Apartment,Eric Star Height,Virar,Ready to move
1,665,34.99,0,Apartment,Agarwal Paramount,Virar,Ready to move
3,985,65.15,0,Apartment,Agarwal Paramount,Virar,Ready to move
1,640,34.99,0,Apartment,Rustomjee Virar Avenue L1 L2 and L4 Wing A and B,Virar,Ready to move
2,910,49.0,0,Apartment,Agarwal Paramount,Virar,Ready to move
1,686,37.42,0,Apartment,Shripal Shanti Phase 1,Virar,Under Construction
2,935,53.0,0,Apartment,Bachraj Lifespace,Virar,Under Construction
1,625,30.12,0,Apartment,Rustomjee Global City Virar Avenue D1,Virar,Ready to move
3,1050,214.0,0,Apartment,Kalpataru Crest,Bhandup West,Ready to move
2,655,131.0,0,Apartment,Piramal Revanta,Mulund West,Under Construction
2,691,98.0,0,Apartment,Rustomjee Urbania Aurelia,Thane West,Under Construction
2,620,133.0,0,Apartment,Runwal Forest Tower 1 To 4,Kanjurmarg,Under Construction
2,1173,126.0,0,Apartment,Rosa Manhattan Phase 2,Thane West,Under Construction
1,571,70.0,0,Apartment,Raunak Serene,Thane West,Under Construction
4,3239,488.99999999999994,0,Apartment,Lodha Sterling,Thane West,Under Construction
1,571,74.0,0,Apartment,Raunak Serene,Thane West,Under Construction
3,1782,200.0,0,Apartment,Kalpataru Immensa G,Thane West,Under Construction
2,823,86.0,0,Apartment,Kalpataru Parkcity,Thane West,Under Construction
2,547,113.99999999999999,0,Apartment,Ashar Maple,Mulund West,Under Construction
1,450,104.0,0,Apartment,Godrej Urban Park,Powai,Under Construction
3,1768,224.00000000000003,0,Apartment,Runwal Zenitht,Thane West,Under Construction
2,800,156.0,0,Apartment,RK Neona,Mulund West,Ready to move
2,775,101.0,0,Apartment,Rustomjee Urbania,Thane West,Ready to move
3,780,194.0,0,Apartment,Wadhwa Atmosphere Phase 1,Mulund West,Ready to move
2,800,154.0,0,Apartment,Neelam Senroof,Nahur East,Ready to move
3,1832,185.0,0,Apartment,Kalpataru Immensa,Thane West,Under Construction
3,1656,210.0,0,Apartment,Runwal Zenitht,Thane West,Under Construction
4,2717,324.0,0,Apartment,Kalpataru Immensa,Thane West,Under Construction
3,1656,204.0,0,Apartment,Runwal Zenitht,Thane West,Under Construction
3,1498,199.0,0,Apartment,Runwal Zenitht,Thane West,Under Construction
3,1498,189.0,0,Apartment,Runwal Zenitht,Thane West,Under Construction
1,1147,152.0,0,Apartment,Ashar Edge,Thane West,Ready to move
2,471,105.0,0,Apartment,Runwal Lily at Runwal Forest,Kanjurmarg,Ready to move
2,690,125.0,0,Apartment,Runwal The Sanctuary,Mulund West,Under Construction
2,770,330.0,1,Apartment,The Baya Park,Dadar West,Ready to move
2,762,301.0,0,Apartment,Piramal Aranya Arav Tower,Byculla,Under Construction
2,707,148.0,0,Apartment,Ashar Maple,Mulund West,Under Construction
2,582,120.0,0,Apartment,Ashar Maple,Mulund West,Under Construction
2,530,80.0,0,Apartment,Kalpataru Paramount,Thane West,Under Construction
2,537,115.99999999999999,0,Apartment,Runwal Bliss,Kanjurmarg,Under Construction
3,977,179.0,0,Apartment,Sheth Montana,Mulund West,Under Construction
3,1050,214.0,0,Apartment,Transcon Tirumala Habitats,Mulund West,Ready to move
2,700,149.0,0,Apartment,Runwal Greens,Mulund West,Ready to move
1,665,42.0,0,Studio Apartment,Shapoorji Pallonji Joyville Virar Phase 1,Virar,Under Construction
2,986,54.3,0,Apartment,Shapoorji Pallonji Joyville Virar Phase 1,Virar,Ready to move
1,560,21.9,0,Apartment,Shree Manibhadra Heights,Nala Sopara,Ready to move
1,600,57.0,1,Apartment,Reputed Builder Sarvodaya Nagar CHS,Jogeshwari West,Ready to move
1,590,80.0,0,Apartment,Bhoomi Samarth,Goregaon East,Under Construction
1,625,35.62,0,Apartment,Smit Heights,Vasai,Under Construction
1,600,41.0,0,Apartment,Buddha Heights,Bhayandar East,Under Construction
3,1150,65.41,0,Apartment,Agarwal Paramount,Virar,Under Construction
1,595,25.5,0,Apartment,Sai Om Sai Heights II All Towers,Nala Sopara,Ready to move
1,650,28.5,0,Apartment,Laxmi Avenue D,Virar,Ready to move
1,620,17.68,0,Apartment,Star Roshan A Wing,Palghar,Under Construction
1,640,33.5,0,Apartment,Shree Krishna Bhoomi,Naigaon East,Under Construction
1,640,32.49,0,Apartment,Shree Ram Heights,Naigaon East,Under Construction
1,550,29.0,0,Apartment,Conceptual Suraksha Smart City Phase I,Vasai,Under Construction
